"Date","Region","Province","AgeGroup","Gender","PartlyVaccinated","FullyVaccinated"
"2021-01-23","Flanders","NA","NA","NA",7233,7
"2021-01-23","Wallonia","NA","NA","NA",458,0
"2021-01-24","Brussels","NA","NA","NA",4,0
"2021-01-24","Flanders","NA","NA","NA",1738,0
"2021-01-24","Wallonia","NA","NA","NA",104,0
"2021-01-25","Brussels","NA","NA","NA",289,0
"2021-01-25","Flanders","NA","NA","NA",8307,0
"2021-01-25","Wallonia","NA","NA","NA",1883,0
"2021-01-26","Brussels","NA","NA","NA",443,652
"2021-01-26","Flanders","NA","NA","NA",6466,37
"2021-01-26","Wallonia","NA","NA","NA",3089,668
"2021-01-27","Brussels","NA","NA","NA",807,777
"2021-01-27","Flanders","NA","NA","NA",8648,765
"2021-01-27","Wallonia","NA","NA","NA",3249,1539
"2021-01-28","Brussels","NA","NA","NA",700,809
"2021-01-28","Flanders","NA","NA","NA",9761,2046
"2021-01-28","Wallonia","NA","NA","NA",4060,4142
"2021-01-29","Brussels","NA","NA","NA",703,937
"2021-01-29","Flanders","NA","NA","NA",6842,2635
"2021-01-29","Wallonia","NA","NA","NA",3408,4127
"2021-01-30","Brussels","NA","NA","NA",28,30
"2021-01-30","Flanders","NA","NA","NA",1401,2517
"2021-01-30","Wallonia","NA","NA","NA",103,93
"2021-01-31","Brussels","NA","NA","NA",8,4
"2021-01-31","Flanders","NA","NA","NA",509,243
"2021-01-31","Wallonia","NA","NA","NA",46,81
"2021-02-01","Brussels","NA","NA","NA",174,6
"2021-02-01","Flanders","NA","NA","NA",2876,3081
"2021-02-01","Wallonia","NA","NA","NA",527,157
"2021-02-02","Brussels","NA","NA","NA",497,686
"2021-02-02","Flanders","NA","NA","NA",5289,6471
"2021-02-02","Wallonia","NA","NA","NA",3134,5101
"2021-02-03","Brussels","NA","NA","NA",985,2469
"2021-02-03","Flanders","NA","NA","NA",4351,8642
"2021-02-03","Wallonia","NA","NA","NA",3570,6522
"2021-02-04","Brussels","NA","NA","NA",600,1663
"2021-02-04","Flanders","NA","NA","NA",3552,11280
"2021-02-04","Wallonia","NA","NA","NA",3429,7097
"2021-02-05","Brussels","NA","NA","NA",308,717
"2021-02-05","Flanders","NA","NA","NA",2488,12563
"2021-02-05","Wallonia","NA","NA","NA",3148,5423
"2021-02-06","Brussels","NA","NA","NA",95,15
"2021-02-06","Flanders","NA","NA","NA",677,3700
"2021-02-06","Wallonia","NA","NA","NA",137,457
"2021-02-07","Brussels","NA","NA","NA",24,0
"2021-02-07","Flanders","NA","NA","NA",205,2135
"2021-02-07","Wallonia","NA","NA","NA",2,15
"2021-02-08","Brussels","NA","NA","NA",20,72
"2021-02-08","Flanders","NA","NA","NA",299,2665
"2021-02-08","Wallonia","NA","NA","NA",238,196
