"Date","Region","Province","AgeGroup","Gender","PartlyVaccinated","FullyVaccinated"
"2021-01-23","Flanders","NA","NA","NA",7192,7
"2021-01-23","Wallonia","NA","NA","NA",447,0
"2021-01-24","Brussels","NA","NA","NA",4,0
"2021-01-24","Flanders","NA","NA","NA",1737,0
"2021-01-24","Wallonia","NA","NA","NA",104,0
"2021-01-25","Brussels","NA","NA","NA",284,0
"2021-01-25","Flanders","NA","NA","NA",8280,0
"2021-01-25","Wallonia","NA","NA","NA",1875,0
"2021-01-26","Brussels","NA","NA","NA",446,652
"2021-01-26","Flanders","NA","NA","NA",6403,37
"2021-01-26","Wallonia","NA","NA","NA",3097,668
"2021-01-27","Brussels","NA","NA","NA",818,777
"2021-01-27","Flanders","NA","NA","NA",8675,765
"2021-01-27","Wallonia","NA","NA","NA",3261,1538
"2021-01-28","Brussels","NA","NA","NA",679,808
"2021-01-28","Flanders","NA","NA","NA",9534,1900
"2021-01-28","Wallonia","NA","NA","NA",3897,4125
"2021-01-29","Brussels","NA","NA","NA",684,937
"2021-01-29","Flanders","NA","NA","NA",6646,2633
"2021-01-29","Wallonia","NA","NA","NA",3245,4017
"2021-01-30","Brussels","NA","NA","NA",28,30
"2021-01-30","Flanders","NA","NA","NA",1401,2371
"2021-01-30","Wallonia","NA","NA","NA",103,92
"2021-01-31","Brussels","NA","NA","NA",8,4
"2021-01-31","Flanders","NA","NA","NA",510,243
"2021-01-31","Wallonia","NA","NA","NA",46,59
"2021-02-01","Brussels","NA","NA","NA",173,6
"2021-02-01","Flanders","NA","NA","NA",2875,3081
"2021-02-01","Wallonia","NA","NA","NA",527,157
"2021-02-02","Brussels","NA","NA","NA",402,556
"2021-02-02","Flanders","NA","NA","NA",4990,5776
"2021-02-02","Wallonia","NA","NA","NA",3074,4833
"2021-02-03","Brussels","NA","NA","NA",611,2101
"2021-02-03","Flanders","NA","NA","NA",3856,8026
"2021-02-03","Wallonia","NA","NA","NA",2994,5833
"2021-02-04","Brussels","NA","NA","NA",477,1508
"2021-02-04","Flanders","NA","NA","NA",3085,9718
"2021-02-04","Wallonia","NA","NA","NA",1959,5607
"2021-02-05","Brussels","NA","NA","NA",225,615
"2021-02-05","Flanders","NA","NA","NA",1264,10240
"2021-02-05","Wallonia","NA","NA","NA",1701,3347
