"Date","Region","Province","AgeGroup","Gender","PartlyVaccinated","FullyVaccinated"
"2021-01-23","Wallonia","NA","NA","NA",464,0
"2021-01-24","Brussels","NA","NA","NA",4,0
"2021-01-24","Flanders","NA","NA","NA",1739,0
"2021-01-24","Wallonia","NA","NA","NA",103,0
"2021-01-25","Brussels","NA","NA","NA",290,0
"2021-01-25","Flanders","NA","NA","NA",8732,0
"2021-01-25","Wallonia","NA","NA","NA",1888,0
"2021-01-26","Brussels","NA","NA","NA",443,667
"2021-01-26","Flanders","NA","NA","NA",6490,38
"2021-01-26","Wallonia","NA","NA","NA",3130,769
"2021-01-27","Brussels","NA","NA","NA",808,777
"2021-01-27","Flanders","NA","NA","NA",8680,765
"2021-01-27","Wallonia","NA","NA","NA",3267,1545
"2021-01-28","Brussels","NA","NA","NA",705,809
"2021-01-28","Flanders","NA","NA","NA",9881,2046
"2021-01-28","Wallonia","NA","NA","NA",4077,4150
"2021-01-29","Brussels","NA","NA","NA",727,953
"2021-01-29","Flanders","NA","NA","NA",6920,2807
"2021-01-29","Wallonia","NA","NA","NA",3528,4198
"2021-01-30","Brussels","NA","NA","NA",83,30
"2021-01-30","Flanders","NA","NA","NA",1364,2744
"2021-01-30","Wallonia","NA","NA","NA",123,94
"2021-01-31","Brussels","NA","NA","NA",8,4
"2021-01-31","Flanders","NA","NA","NA",510,243
"2021-01-31","Wallonia","NA","NA","NA",46,81
"2021-02-01","Brussels","NA","NA","NA",174,6
"2021-02-01","Flanders","NA","NA","NA",2879,3313
"2021-02-01","Wallonia","NA","NA","NA",544,166
"2021-02-02","Brussels","NA","NA","NA",553,750
"2021-02-02","Flanders","NA","NA","NA",5751,6799
"2021-02-02","Wallonia","NA","NA","NA",3211,5165
"2021-02-03","Brussels","NA","NA","NA",1012,2705
"2021-02-03","Flanders","NA","NA","NA",4411,9286
"2021-02-03","Wallonia","NA","NA","NA",3642,6588
"2021-02-04","Brussels","NA","NA","NA",679,1723
"2021-02-04","Flanders","NA","NA","NA",3732,13054
"2021-02-04","Wallonia","NA","NA","NA",4130,7575
"2021-02-05","Brussels","NA","NA","NA",550,950
"2021-02-05","Flanders","NA","NA","NA",2802,14254
"2021-02-05","Wallonia","NA","NA","NA",3747,5823
"2021-02-06","Brussels","NA","NA","NA",196,20
"2021-02-06","Flanders","NA","NA","NA",731,4405
"2021-02-06","Wallonia","NA","NA","NA",266,567
"2021-02-07","Brussels","NA","NA","NA",24,0
"2021-02-07","Flanders","NA","NA","NA",275,2677
"2021-02-07","Wallonia","NA","NA","NA",2,18
"2021-02-08","Brussels","NA","NA","NA",310,95
"2021-02-08","Flanders","NA","NA","NA",1066,6072
"2021-02-08","Wallonia","NA","NA","NA",814,886
"2021-02-09","Brussels","NA","NA","NA",566,918
"2021-02-09","Flanders","NA","NA","NA",2842,9202
"2021-02-09","Wallonia","NA","NA","NA",3768,7542
"2021-02-10","Brussels","NA","NA","NA",285,777
"2021-02-10","Flanders","NA","NA","NA",1909,10814
"2021-02-10","Wallonia","NA","NA","NA",3736,4927
"2021-02-11","Brussels","NA","NA","NA",201,793
"2021-02-11","Flanders","NA","NA","NA",1534,15056
"2021-02-11","Wallonia","NA","NA","NA",5124,7806
"2021-02-12","Brussels","NA","NA","NA",171,455
"2021-02-12","Flanders","NA","NA","NA",1078,15899
"2021-02-12","Wallonia","NA","NA","NA",3746,4618
"2021-02-13","Brussels","NA","NA","NA",38,37
"2021-02-13","Flanders","NA","NA","NA",189,4999
"2021-02-13","Wallonia","NA","NA","NA",147,357
"2021-02-14","Brussels","NA","NA","NA",0,2
"2021-02-14","Flanders","NA","NA","NA",34,1443
"2021-02-14","Wallonia","NA","NA","NA",24,100
"2021-02-15","Brussels","NA","NA","NA",61,22
"2021-02-15","Flanders","NA","NA","NA",455,6588
"2021-02-15","Wallonia","NA","NA","NA",547,1144
"2021-02-16","Brussels","NA","NA","NA",148,212
"2021-02-16","Flanders","NA","NA","NA",1048,2434
"2021-02-16","Wallonia","NA","NA","NA",705,888
