"Date","Region","Province","AgeGroup","Gender","PartlyVaccinated","FullyVaccinated"
"2021-01-20","Flanders","NA","NA","NA",13800,418
"2021-01-20","Wallonia","NA","NA","NA",5217,0
"2021-01-21","Brussels","NA","NA","NA",1017,0
"2021-01-21","Flanders","NA","NA","NA",19624,0
"2021-01-21","Wallonia","NA","NA","NA",8798,0
"2021-01-22","Brussels","NA","NA","NA",882,1
"2021-01-22","Flanders","NA","NA","NA",21918,29
"2021-01-22","Wallonia","NA","NA","NA",5906,1
"2021-01-23","Brussels","NA","NA","NA",151,0
"2021-01-23","Flanders","NA","NA","NA",7240,7
"2021-01-23","Wallonia","NA","NA","NA",460,0
"2021-01-24","Brussels","NA","NA","NA",4,0
"2021-01-24","Flanders","NA","NA","NA",1738,0
"2021-01-24","Wallonia","NA","NA","NA",104,0
"2021-01-25","Brussels","NA","NA","NA",289,0
"2021-01-25","Flanders","NA","NA","NA",8573,0
"2021-01-25","Wallonia","NA","NA","NA",1885,0
"2021-01-26","Brussels","NA","NA","NA",443,667
"2021-01-26","Flanders","NA","NA","NA",6466,38
"2021-01-26","Wallonia","NA","NA","NA",3102,671
"2021-01-27","Brussels","NA","NA","NA",807,777
"2021-01-27","Flanders","NA","NA","NA",8661,765
"2021-01-27","Wallonia","NA","NA","NA",3254,1544
"2021-01-28","Brussels","NA","NA","NA",704,809
"2021-01-28","Flanders","NA","NA","NA",9815,2046
"2021-01-28","Wallonia","NA","NA","NA",4069,4142
"2021-01-29","Brussels","NA","NA","NA",717,953
"2021-01-29","Flanders","NA","NA","NA",6874,2807
"2021-01-29","Wallonia","NA","NA","NA",3511,4186
"2021-01-30","Brussels","NA","NA","NA",83,30
"2021-01-30","Flanders","NA","NA","NA",1429,2653
"2021-01-30","Wallonia","NA","NA","NA",123,94
"2021-01-31","Brussels","NA","NA","NA",8,4
"2021-01-31","Flanders","NA","NA","NA",510,243
"2021-01-31","Wallonia","NA","NA","NA",46,81
"2021-02-01","Brussels","NA","NA","NA",174,6
"2021-02-01","Flanders","NA","NA","NA",2877,3311
"2021-02-01","Wallonia","NA","NA","NA",544,166
"2021-02-02","Brussels","NA","NA","NA",546,687
"2021-02-02","Flanders","NA","NA","NA",5545,6621
"2021-02-02","Wallonia","NA","NA","NA",3169,5106
"2021-02-03","Brussels","NA","NA","NA",992,2610
"2021-02-03","Flanders","NA","NA","NA",4406,9168
"2021-02-03","Wallonia","NA","NA","NA",3609,6538
"2021-02-04","Brussels","NA","NA","NA",680,1722
"2021-02-04","Flanders","NA","NA","NA",3728,12681
"2021-02-04","Wallonia","NA","NA","NA",4106,7517
"2021-02-05","Brussels","NA","NA","NA",549,949
"2021-02-05","Flanders","NA","NA","NA",2791,14030
"2021-02-05","Wallonia","NA","NA","NA",3697,5681
"2021-02-06","Brussels","NA","NA","NA",196,19
"2021-02-06","Flanders","NA","NA","NA",729,4266
"2021-02-06","Wallonia","NA","NA","NA",266,566
"2021-02-07","Brussels","NA","NA","NA",24,0
"2021-02-07","Flanders","NA","NA","NA",275,2592
"2021-02-07","Wallonia","NA","NA","NA",2,18
"2021-02-08","Brussels","NA","NA","NA",309,95
"2021-02-08","Flanders","NA","NA","NA",1096,5536
"2021-02-08","Wallonia","NA","NA","NA",810,886
"2021-02-09","Brussels","NA","NA","NA",557,912
"2021-02-09","Flanders","NA","NA","NA",2822,8499
"2021-02-09","Wallonia","NA","NA","NA",3626,7284
"2021-02-10","Brussels","NA","NA","NA",126,745
"2021-02-10","Flanders","NA","NA","NA",1811,10174
"2021-02-10","Wallonia","NA","NA","NA",3474,4224
"2021-02-11","Brussels","NA","NA","NA",131,629
"2021-02-11","Flanders","NA","NA","NA",1164,12328
"2021-02-11","Wallonia","NA","NA","NA",4683,6117
"2021-02-12","Brussels","NA","NA","NA",62,197
"2021-02-12","Flanders","NA","NA","NA",466,9553
"2021-02-12","Wallonia","NA","NA","NA",2645,2696
