"Date","Region","Province","AgeGroup","Gender","PartlyVaccinated","FullyVaccinated"
"2021-01-20","Flanders","NA","NA","NA",13831,418
"2021-01-20","Wallonia","NA","NA","NA",5249,0
"2021-01-21","Brussels","NA","NA","NA",1017,0
"2021-01-21","Flanders","NA","NA","NA",19630,0
"2021-01-21","Wallonia","NA","NA","NA",8799,0
"2021-01-22","Brussels","NA","NA","NA",882,1
"2021-01-22","Flanders","NA","NA","NA",21936,29
"2021-01-22","Wallonia","NA","NA","NA",5906,1
"2021-01-23","Brussels","NA","NA","NA",151,0
"2021-01-23","Flanders","NA","NA","NA",7265,7
"2021-01-23","Wallonia","NA","NA","NA",462,0
"2021-01-24","Brussels","NA","NA","NA",4,0
"2021-01-24","Flanders","NA","NA","NA",1739,0
"2021-01-24","Wallonia","NA","NA","NA",103,0
"2021-01-25","Brussels","NA","NA","NA",289,0
"2021-01-25","Flanders","NA","NA","NA",8670,0
"2021-01-25","Wallonia","NA","NA","NA",1885,0
"2021-01-26","Brussels","NA","NA","NA",443,667
"2021-01-26","Flanders","NA","NA","NA",6466,38
"2021-01-26","Wallonia","NA","NA","NA",3114,769
"2021-01-27","Brussels","NA","NA","NA",807,777
"2021-01-27","Flanders","NA","NA","NA",8676,765
"2021-01-27","Wallonia","NA","NA","NA",3254,1544
"2021-01-28","Brussels","NA","NA","NA",704,809
"2021-01-28","Flanders","NA","NA","NA",9873,2046
"2021-01-28","Wallonia","NA","NA","NA",4072,4144
"2021-01-29","Brussels","NA","NA","NA",717,953
"2021-01-29","Flanders","NA","NA","NA",6879,2807
"2021-01-29","Wallonia","NA","NA","NA",3511,4186
"2021-01-30","Brussels","NA","NA","NA",83,30
"2021-01-30","Flanders","NA","NA","NA",1429,2653
"2021-01-30","Wallonia","NA","NA","NA",123,94
"2021-01-31","Brussels","NA","NA","NA",8,4
"2021-01-31","Flanders","NA","NA","NA",510,243
"2021-01-31","Wallonia","NA","NA","NA",46,81
"2021-02-01","Brussels","NA","NA","NA",174,6
"2021-02-01","Flanders","NA","NA","NA",2877,3313
"2021-02-01","Wallonia","NA","NA","NA",544,166
"2021-02-02","Brussels","NA","NA","NA",546,687
"2021-02-02","Flanders","NA","NA","NA",5545,6650
"2021-02-02","Wallonia","NA","NA","NA",3169,5106
"2021-02-03","Brussels","NA","NA","NA",992,2610
"2021-02-03","Flanders","NA","NA","NA",4406,9253
"2021-02-03","Wallonia","NA","NA","NA",3609,6538
"2021-02-04","Brussels","NA","NA","NA",680,1722
"2021-02-04","Flanders","NA","NA","NA",3727,12789
"2021-02-04","Wallonia","NA","NA","NA",4107,7520
"2021-02-05","Brussels","NA","NA","NA",549,949
"2021-02-05","Flanders","NA","NA","NA",2793,14057
"2021-02-05","Wallonia","NA","NA","NA",3700,5681
"2021-02-06","Brussels","NA","NA","NA",196,20
"2021-02-06","Flanders","NA","NA","NA",729,4310
"2021-02-06","Wallonia","NA","NA","NA",266,566
"2021-02-07","Brussels","NA","NA","NA",24,0
"2021-02-07","Flanders","NA","NA","NA",275,2592
"2021-02-07","Wallonia","NA","NA","NA",2,18
"2021-02-08","Brussels","NA","NA","NA",309,95
"2021-02-08","Flanders","NA","NA","NA",1098,5673
"2021-02-08","Wallonia","NA","NA","NA",810,886
"2021-02-09","Brussels","NA","NA","NA",557,913
"2021-02-09","Flanders","NA","NA","NA",2830,9013
"2021-02-09","Wallonia","NA","NA","NA",3630,7357
"2021-02-10","Brussels","NA","NA","NA",126,747
"2021-02-10","Flanders","NA","NA","NA",1819,10753
"2021-02-10","Wallonia","NA","NA","NA",3487,4443
"2021-02-11","Brussels","NA","NA","NA",190,633
"2021-02-11","Flanders","NA","NA","NA",1350,12618
"2021-02-11","Wallonia","NA","NA","NA",4761,6720
"2021-02-12","Brussels","NA","NA","NA",146,317
"2021-02-12","Flanders","NA","NA","NA",950,13669
"2021-02-12","Wallonia","NA","NA","NA",2793,3092
"2021-02-13","Brussels","NA","NA","NA",2,15
"2021-02-13","Flanders","NA","NA","NA",137,3907
"2021-02-13","Wallonia","NA","NA","NA",115,137
"2021-02-14","Brussels","NA","NA","NA",0,2
"2021-02-14","Flanders","NA","NA","NA",7,649
"2021-02-14","Wallonia","NA","NA","NA",0,22
